"","ID","test","order","subjective","objective","word","reading_time","accuracy"
"473","FAP","words_reading",6,"OFF","OFF","grains",510,1
"474","FAP","words_reading",6,"OFF","OFF","cruelle",400,1
"475","FAP","words_reading",6,"OFF","OFF","boisson",830,1
"476","FAP","words_reading",6,"OFF","OFF","vendre",400,1
"477","FAP","words_reading",6,"OFF","OFF","napper",290,1
"478","FAP","words_reading",6,"OFF","OFF","contours",1080,1
"479","FAP","words_reading",6,"OFF","OFF","cabot",460,1
"480","FAP","words_reading",6,"OFF","OFF","poisson",770,1
"481","FAP","words_reading",6,"OFF","OFF","donne",360,1
"482","FAP","words_reading",6,"OFF","OFF","ardent",460,1
"483","FAP","words_reading",6,"OFF","OFF","concours",470,1
"484","FAP","words_reading",6,"OFF","OFF","coucher",590,1
"485","FAP","words_reading",6,"OFF","OFF","grasse",860,1
"486","FAP","words_reading",6,"OFF","OFF","complais",570,1
"487","FAP","words_reading",6,"OFF","OFF","comblais",690,1
"488","FAP","words_reading",6,"OFF","OFF","blanche",570,1
"489","FAP","words_reading",6,"OFF","OFF","d̩caler",360,1
"490","FAP","words_reading",6,"OFF","OFF","couveuse",620,1
"491","FAP","words_reading",6,"OFF","OFF","broche",450,1
"492","FAP","words_reading",6,"OFF","OFF","coque",400,1
"493","FAP","words_reading",6,"OFF","OFF","grise",450,1
"494","FAP","words_reading",6,"OFF","OFF","conduit",440,1
"495","FAP","words_reading",6,"OFF","OFF","arpent",650,1
"496","FAP","words_reading",6,"OFF","OFF","planche",350,1
"497","FAP","words_reading",6,"OFF","OFF","cabre",440,1
"498","FAP","words_reading",6,"OFF","OFF","dure",340,1
"499","FAP","words_reading",6,"OFF","OFF","̩galer",540,1
"500","FAP","words_reading",6,"OFF","OFF","coureuse",640,1
"501","FAP","words_reading",6,"OFF","OFF","bouche",690,1
"502","FAP","words_reading",6,"OFF","OFF","f̩vrier",450,1
"503","FAP","words_reading",6,"OFF","OFF","pleure",590,1
"504","FAP","words_reading",6,"OFF","OFF","trapue",400,1
"505","FAP","words_reading",7,"OFF","ON","pleure",1140,1
"506","FAP","words_reading",7,"OFF","ON","concours",580,1
"507","FAP","words_reading",7,"OFF","ON","ongle",670,1
"508","FAP","words_reading",7,"OFF","ON","boisson",720,1
"509","FAP","words_reading",7,"OFF","ON","comblais",590,1
"510","FAP","words_reading",7,"OFF","ON","ocre",670,1
"511","FAP","words_reading",7,"OFF","ON","pleuve",620,1
"512","FAP","words_reading",7,"OFF","ON","couveuse",710,1
"513","FAP","words_reading",7,"OFF","ON","coque",410,1
"514","FAP","words_reading",7,"OFF","ON","avide",490,1
"515","FAP","words_reading",7,"OFF","ON","risible",550,1
"516","FAP","words_reading",7,"OFF","ON","trapue",540,1
"517","FAP","words_reading",7,"OFF","ON","arpent",550,0
"518","FAP","words_reading",7,"OFF","ON","foutue",750,1
"519","FAP","words_reading",7,"OFF","ON","fougue",810,1
"520","FAP","words_reading",7,"OFF","ON","oncle",620,1
"521","FAP","words_reading",7,"OFF","ON","rendre",560,1
"522","FAP","words_reading",7,"OFF","ON","crise",910,1
"523","FAP","words_reading",7,"OFF","ON","crains",550,1
"524","FAP","words_reading",7,"OFF","ON","broche",430,1
"525","FAP","words_reading",7,"OFF","ON","toucher",650,1
"526","FAP","words_reading",7,"OFF","ON","poisson",400,1
"527","FAP","words_reading",7,"OFF","ON","nu̩e",520,1
"528","FAP","words_reading",7,"OFF","ON","contours",660,1
"529","FAP","words_reading",7,"OFF","ON","̩taler",610,1
"530","FAP","words_reading",7,"OFF","ON","parage",1750,1
"531","FAP","words_reading",7,"OFF","ON","̩galer",510,1
"532","FAP","words_reading",7,"OFF","ON","hu̩e",460,1
"533","FAP","words_reading",7,"OFF","ON","cadre",820,1
"534","FAP","words_reading",7,"OFF","ON","vendre",430,1
"535","FAP","words_reading",7,"OFF","ON","douche",610,1
"536","FAP","words_reading",7,"OFF","ON","dure",480,1
"537","FAP","words_reading",7,"OFF","ON","pavage",1250,1
"538","FAP","words_reading",7,"OFF","ON","coure",950,1
"539","FAP","words_reading",7,"OFF","ON","proche",750,1
"540","FAP","words_reading",7,"OFF","ON","grains",640,1
"541","FAP","words_reading",8,"ON","ON","foutue",1380,1
"542","FAP","words_reading",8,"ON","ON","salivait",970,1
"543","FAP","words_reading",8,"ON","ON","conquit",620,1
"544","FAP","words_reading",8,"ON","ON","pure",670,1
"545","FAP","words_reading",8,"ON","ON","rendre",820,1
"546","FAP","words_reading",8,"ON","ON","hu̩e",970,1
"547","FAP","words_reading",8,"ON","ON","coucher",700,1
"548","FAP","words_reading",8,"ON","ON","risible",540,1
"549","FAP","words_reading",8,"ON","ON","ongle",620,1
"550","FAP","words_reading",8,"ON","ON","truelle",650,1
"551","FAP","words_reading",8,"ON","ON","d̩taler",550,1
"552","FAP","words_reading",8,"ON","ON","parage",760,1
"553","FAP","words_reading",8,"ON","ON","comblais",500,1
"554","FAP","words_reading",8,"ON","ON","grasse",970,1
"555","FAP","words_reading",8,"ON","ON","grains",540,1
"556","FAP","words_reading",8,"ON","ON","proche",630,1
"557","FAP","words_reading",8,"ON","ON","couveuse",510,1
"558","FAP","words_reading",8,"ON","ON","planche",580,1
"559","FAP","words_reading",8,"ON","ON","̩galer",690,1
"560","FAP","words_reading",8,"ON","ON","broche",540,1
"561","FAP","words_reading",8,"ON","ON","̩taler",560,1
"562","FAP","words_reading",8,"ON","ON","pleure",850,1
"563","FAP","words_reading",8,"ON","ON","blanche",420,1
"564","FAP","words_reading",8,"ON","ON","crains",510,1
"565","FAP","words_reading",8,"ON","ON","dure",450,1
"566","FAP","words_reading",8,"ON","ON","donne",460,1
"567","FAP","words_reading",8,"ON","ON","f̩vrier",590,1
"568","FAP","words_reading",8,"ON","ON","conduit",510,1
"569","FAP","words_reading",8,"ON","ON","nu̩e",480,1
"570","FAP","words_reading",8,"ON","ON","coque",510,1
"571","FAP","words_reading",8,"ON","ON","ogre",680,1
"572","FAP","words_reading",8,"ON","ON","vendre",460,1
"573","FAP","words_reading",8,"ON","ON","traque",640,1
"574","FAP","words_reading",8,"ON","ON","crise",790,1
"575","FAP","words_reading",8,"ON","ON","grise",460,0
"576","FAP","words_reading",8,"ON","ON","aride",670,1
