"","ID","cohorte","stimulus","word_freq","pseudoword_type","lexicality","length","display_condition","rt","accuracy","time_of_each_apparition","time_of_each_disparition"
"1","01IJ2z","dyslexic_children","utiliser",4,0,"word",8,15,1061.40799999982,1,"2291383.592,2291450.209,2291516.998,2291583.466,2291650.202,2291716.985,2291783.589,2291850.222,2291916.939,2291983.587,2292050.305,2292116.819,2292183.59,2292250.308,2292316.975,2292383.581","2291416.993,2291483.604,2291550.523,2291616.814,2291683.593,2291750.19,2291816.992,2291883.619,2291950.193,2292016.967,2292083.442,2292150.191,2292216.981,2292283.597,2292350.19,2292416.977"
"2","01IJ2z","dyslexic_children","décret",1,0,"word",6,15,1206.51000000001,1,"1845551.99,1845618.433,1845685.243,1845751.992,1845818.622,1845885.246,1845951.993,1846018.611,1846085.068,1846151.98,1846218.572,1846285.094,1846351.991,1846418.625,1846485.217,1846551.994,1846618.359,1846685.246,1846751.959","1845585.128,1845651.901,1845718.585,1845785.245,1845851.994,1845918.616,1845985.229,1846052.009,1846118.468,1846185.234,1846251.976,1846318.64,1846385.169,1846451.976,1846518.631,1846585.135,1846651.976,1846718.57"
"3","01IJ2z","dyslexic_children","mémoire",3,0,"word",7,10,1361.4040000001,1,"1758436.096,1758536.201,1758636.21,1758736.071,1758835.991,1758936.078,1759036.054,1759136.219,1759236.209,1759336.2,1759436.098,1759536.051,1759636.212,1759736.041","1758486.073,1758586.206,1758685.996,1758786.025,1758886.069,1758986.038,1759086.199,1759186.204,1759286.191,1759386.199,1759486.196,1759586.166,1759686.204,1759786.057"
"4","01IJ2z","dyslexic_children","écoute",2,0,"word",6,10,1344.94299995247,1,"2299116.857,2299216.819,2299316.89,2299416.913,2299516.866,2299616.883,2299716.721,2299816.892,2299916.889,2300016.888,2300116.884,2300216.643,2300316.892,2300416.895","2299166.768,2299266.867,2299366.893,2299466.892,2299566.886,2299666.71,2299766.882,2299866.9,2299966.883,2300066.882,2300166.887,2300266.808,2300366.89"
"5","01IJ2z","dyslexic_children","chuter",1,0,"word",6,0.01,1078.59100004775,1,"1926301.109",""
"6","01IJ2z","dyslexic_children","tour",4,0,"word",4,15,1195.2470000477,1,"1980799.453,1980866.06,1980932.771,1980999.416,1981066.04,1981132.779,1981199.458,1981266.006,1981332.642,1981399.435,1981465.923,1981532.74,1981599.39,1981665.929,1981732.791,1981799.391,1981865.984,1981932.654","1980832.751,1980899.414,1980965.93,1981032.844,1981099.461,1981166.044,1981232.674,1981299.453,1981365.996,1981432.811,1981499.238,1981565.986,1981632.754,1981699.419,1981765.942,1981832.783,1981899.445,1981966.032"
"7","01IJ2z","dyslexic_children","quête",2,0,"word",5,10,922.69900004752,1,"2393732.501,2393832.494,2393932.475,2394032.507,2394132.495,2394232.489,2394332.486,2394432.353,2394532.494,2394632.482","2393782.398,2393882.347,2393982.322,2394082.398,2394182.371,2394282.461,2394382.461,2394482.437,2394582.482"
"8","01IJ2z","dyslexic_children","resevoir",0,4,"pseudoword",8,15,2124.46699995222,0,"1734569.833,1734636.472,1734703.103,1734769.846,1734836.478,1734903.06,1734969.857,1735036.465,1735103.198,1735169.656,1735236.487,1735303.03,1735369.827,1735436.444,1735503.059,1735569.829,1735636.472,1735702.944,1735769.771,1735836.48,1735903.054,1735969.828,1736036.46,1736103.136,1736169.839,1736236.27,1736303.042,1736369.828,1736436.456,1736503.189,1736569.817,1736636.467","1734603.017,1734669.676,1734736.44,1734803.057,1734869.847,1734936.481,1735003.048,1735069.834,1735136.481,1735203.007,1735269.638,1735336.454,1735403.042,1735469.838,1735536.462,1735603.097,1735669.819,1735736.428,1735803.014,1735869.812,1735936.467,1736003.038,1736069.836,1736136.469,1736202.932,1736269.789,1736336.455,1736402.994,1736469.825,1736536.445,1736603.084,1736669.817"
"9","01IJ2z","dyslexic_children","cruar",0,2,"pseudoword",5,10,912.276000047568,1,"2197980.424,2198080.416,2198180.227,2198280.392,2198380.41,2198480.395,2198580.399,2198680.393,2198780.33,2198880.387","2198030.412,2198130.423,2198230.388,2198330.411,2198430.418,2198530.406,2198630.394,2198730.341,2198830.412"
"10","01IJ2z","dyslexic_children","sédercil",0,3,"pseudoword",8,10,1576.98299985705,1,"1748202.917,1748303.034,1748402.982,1748502.911,1748603.053,1748703.051,1748803.011,1748902.831,1749002.879,1749103.066,1749202.897,1749302.89,1749402.741,1749502.984,1749602.901,1749702.987","1748253.012,1748352.988,1748452.806,1748553.068,1748653.066,1748752.99,1748853.182,1748953.017,1749053.061,1749153.012,1749253.047,1749353.129,1749452.887,1749552.977,1749653.015,1749753.05"
"11","01IJ2z","dyslexic_children","entrain",1,0,"word",7,0.01,1242.49199995212,1,"2385399.308",""
"12","01IJ2z","dyslexic_children","êtrure",0,3,"pseudoword",6,10,2222.55799995223,1,"2367632.742,2367732.6,2367832.778,2367932.783,2368032.855,2368132.733,2368232.774,2368332.766,2368432.757,2368532.767,2368632.775,2368732.772,2368832.767,2368932.766,2369032.767,2369132.719,2369232.768,2369332.758,2369432.763,2369532.763,2369632.711,2369732.752,2369832.762","2367682.759,2367782.701,2367882.757,2367982.753,2368082.609,2368182.755,2368282.671,2368382.734,2368482.81,2368582.644,2368682.653,2368782.648,2368882.75,2368982.734,2369082.666,2369182.747,2369282.736,2369382.741,2369482.742,2369582.683,2369682.735,2369782.728"
"13","01IJ2z","dyslexic_children","méans",0,2,"pseudoword",5,10,945.157000000123,1,"2124347.843,2124447.875,2124547.859,2124647.857,2124747.634,2124847.855,2124947.863,2125047.852,2125147.878,2125247.65","2124397.7,2124497.758,2124597.734,2124697.769,2124797.868,2124897.863,2124997.868,2125097.878,2125197.87"
"14","01IJ2z","dyslexic_children","histeare",0,2,"pseudoword",8,15,1088.42699985672,1,"2346332.973,2346399.585,2346466.379,2346533.006,2346599.598,2346666.382,2346733.01,2346799.501,2346866.369,2346933.005,2346999.569,2347066.373,2347133.002,2347199.636,2347266.19,2347332.964,2347399.564","2346366.379,2346433.017,2346499.592,2346566.387,2346633.054,2346699.569,2346766.193,2346832.967,2346899.631,2346966.39,2347032.986,2347099.635,2347166.371,2347233.011,2347299.439,2347366.362"
"15","01IJ2z","dyslexic_children","craintre",0,6,"pseudoword",8,15,928.867999904556,0,"1927884.232,1927951.109,1928017.547,1928084.204,1928150.818,1928217.545,1928284.199,1928350.832,1928417.733,1928484.267,1928550.917,1928617.74,1928684.184,1928751.069","1927917.695,1927984.316,1928050.903,1928117.478,1928184.143,1928251.025,1928317.737,1928384.255,1928451.064,1928517.716,1928584.302,1928651.088,1928717.72,1928784.23"
"16","01IJ2z","dyslexic_children","fort",3,0,"word",4,15,1028.55799999996,1,"2060631.942,2060698.569,2060765.033,2060831.926,2060898.52,2060965.14,2061031.825,2061098.555,2061165.192,2061231.919,2061298.447,2061365.169,2061431.904,2061498.393,2061565.14,2061631.933","2060665.068,2060731.929,2060798.582,2060865.178,2060931.946,2060998.415,2061065.221,2061131.934,2061198.51,2061265.171,2061331.71,2061398.56,2061465.18,2061531.838,2061598.451"
"17","01IJ2z","dyslexic_children","parole",4,0,"word",6,0.01,1060.76700004772,1,"1941950.933",""
"18","01IJ2z","dyslexic_children","répontre",0,6,"pseudoword",8,0.01,1005.42699990468,0,"2016015.673",""
"19","01IJ2z","dyslexic_children","imponver",0,2,"pseudoword",8,10,1306.47499995213,1,"2161180.825,2161280.544,2161380.817,2161480.815,2161580.816,2161680.815,2161780.631,2161880.832,2161980.826,2162080.826,2162180.809,2162280.594,2162380.82,2162480.786","2161230.816,2161330.831,2161430.807,2161530.829,2161630.824,2161730.816,2161830.752,2161930.827,2162030.804,2162130.817,2162230.806,2162330.73,2162430.816"
"20","01IJ2z","dyslexic_children","égal",2,0,"word",4,10,1042.96699990472,1,"2387149.133,2387249.273,2387349.136,2387449.216,2387549.128,2387649.13,2387749.155,2387849.14,2387949.195,2388049.274,2388149.166","2387199.133,2387299.161,2387399.275,2387499.273,2387599.135,2387699.264,2387799.129,2387899.166,2387999.151,2388099.265"
"21","01IJ2z","dyslexic_children","sonner",3,0,"word",6,0.01,1145.834999857,1,"2421482.065",""
"22","01IJ2z","dyslexic_children","drôle",4,0,"word",5,15,925.94299990451,1,"2344899.657,2344966.392,2345033.04,2345099.596,2345166.384,2345233.029,2345299.581,2345366.381,2345433.009,2345499.62,2345566.391,2345633.016,2345699.586,2345766.253","2344933.037,2344999.59,2345066.4,2345133.03,2345199.618,2345266.267,2345333.028,2345399.51,2345466.332,2345533.024,2345599.554,2345666.387,2345733.032,2345799.441"
"23","01IJ2z","dyslexic_children","jounrée",0,1,"pseudoword",7,10,2045.67599985702,1,"1841485.224,1841585.29,1841685.306,1841785.296,1841885.283,1841985.276,1842085.22,1842185.273,1842285.215,1842385.276,1842485.29,1842585.261,1842685.277,1842785.254,1842885.268,1842985.273,1843085.262,1843185.204,1843285.288,1843385.247,1843485.265","1841535.215,1841635.294,1841735.295,1841835.292,1841935.284,1842035.142,1842135.29,1842235.289,1842335.289,1842435.17,1842535.171,1842635.284,1842735.282,1842835.273,1842935.283,1843035.195,1843135.283,1843235.279,1843335.281,1843435.16"
"24","01IJ2z","dyslexic_children","sortie",3,0,"word",6,0.01,712.158999857027,1,"2123131.241",""
"25","01IJ2z","dyslexic_children","humeun",0,2,"pseudoword",6,10,1438.98199990462,1,"1754369.618,1754469.543,1754569.607,1754669.629,1754769.616,1754869.639,1754969.395,1755069.624,1755169.622,1755269.625,1755369.626,1755469.347,1755569.634,1755669.601,1755769.615","1754419.444,1754519.631,1754619.629,1754719.572,1754819.617,1754919.589,1755019.608,1755119.571,1755219.627,1755319.582,1755419.536,1755519.607,1755619.558,1755719.614"
"26","01IJ2z","dyslexic_children","vomir",2,0,"word",5,15,942.042999904603,1,"2311950.057,2312016.734,2312083.377,2312149.955,2312216.713,2312283.361,2312350.083,2312416.667,2312483.374,2312549.998,2312616.755,2312683.374,2312750.076,2312816.721","2311983.394,2312049.97,2312116.729,2312183.369,2312249.938,2312316.712,2312383.221,2312449.881,2312516.758,2312583.37,2312649.985,2312716.621,2312783.371,2312850.083"
"27","01IJ2z","dyslexic_children","aggel",0,6,"pseudoword",5,15,994.752000000095,1,"1822952.248,1823018.882,1823085.496,1823152.249,1823218.88,1823285.402,1823352.224,1823418.865,1823485.488,1823552.235,1823618.826,1823685.492,1823752.025,1823818.648,1823885.338","1822985.489,1823052.232,1823118.884,1823185.488,1823252.228,1823318.636,1823385.496,1823452.234,1823518.87,1823585.489,1823652.226,1823718.634,1823785.355,1823852.014,1823918.809"
"28","01IJ2z","dyslexic_children","décent",1,0,"word",6,10,1027.6540000001,1,"1821418.846,1821518.851,1821618.857,1821718.904,1821818.9,1821918.691,1822018.881,1822118.901,1822218.901,1822318.818,1822418.89","1821468.897,1821568.863,1821668.888,1821768.683,1821868.882,1821968.931,1822068.903,1822168.9,1822268.761,1822368.892"
"29","01IJ2z","dyslexic_children","rite",1,0,"word",4,0.01,1255.68099990441,1,"2229717.419",""
"30","01IJ2z","dyslexic_children","attenrde",0,1,"pseudoword",8,15,1873.30700004753,1,"2365249.393,2365316.135,2365382.777,2365449.436,2365516.043,2365582.783,2365649.411,2365716.095,2365782.776,2365849.371,2365916.172,2365982.768,2366049.225,2366116.167,2366182.775,2366249.362,2366316.184,2366382.773,2366449.417,2366515.928,2366582.764,2366649.357,2366716.013,2366782.765,2366849.423,2366916.024,2366982.777,2367049.299,2367116.082","2365282.613,2365349.495,2365416.171,2365482.771,2365549.267,2365616.16,2365682.828,2365749.389,2365816.194,2365882.644,2365949.431,2366016.184,2366082.766,2366149.358,2366216.167,2366282.774,2366349.426,2366416.158,2366482.769,2366549.282,2366616.164,2366682.765,2366749.379,2366816.143,2366882.768,2366949.352,2367016.173,2367082.615"
"31","01IJ2z","dyslexic_children","fios",0,1,"pseudoword",4,10,1238.92499985686,1,"2064098.475,2064198.462,2064298.521,2064398.538,2064498.474,2064598.467,2064698.518,2064798.504,2064898.536,2064998.517,2065098.528,2065198.363,2065298.375","2064148.53,2064248.497,2064348.535,2064448.527,2064548.314,2064648.524,2064748.538,2064848.532,2064948.537,2065048.274,2065148.509,2065248.317"
"32","01IJ2z","dyslexic_children","avide",1,0,"word",5,10,977.066999904579,1,"1819935.533,1820035.54,1820135.528,1820235.35,1820335.427,1820435.438,1820535.52,1820635.534,1820735.447,1820835.532","1819985.518,1820085.445,1820185.427,1820285.349,1820385.309,1820485.526,1820585.519,1820685.512,1820785.512,1820885.513"
"33","01IJ2z","dyslexic_children","piment",1,0,"word",6,15,988.93299985677,1,"2306133.467,2306200.141,2306266.611,2306333.409,2306400.046,2306466.804,2306533.459,2306600.048,2306666.813,2306733.459,2306799.899,2306866.831,2306933.446,2306999.921,2307066.815","2306166.824,2306233.467,2306299.915,2306366.8,2306433.463,2306500.057,2306566.831,2306633.457,2306700.055,2306766.804,2306833.455,2306900.138,2306966.794,2307033.444,2307100.039"
"34","01IJ2z","dyslexic_children","entenrde",0,1,"pseudoword",8,0.01,944.837999999989,0,"1933567.662",""
"35","01IJ2z","dyslexic_children","pacte",1,0,"word",5,15,3029.06399990479,1,"2143681.036,2143747.505,2143814.148,2143880.824,2143947.475,2144014.167,2144080.945,2144147.62,2144214.224,2144281.006,2144347.632,2144414.229,2144481.003,2144547.645,2144614.205,2144681.009,2144747.624,2144814.258,2144881.002,2144947.474,2145014.127,2145081.015,2145147.633,2145214.16,2145281.001,2145347.627,2145414.25,2145481.014,2145547.431,2145614.204,2145681.001,2145747.625,2145814.192,2145881.018,2145947.633,2146014.248,2146081.006,2146147.598,2146214.248,2146280.986,2146347.617,2146414.135,2146480.98,2146547.483,2146614.248,2146680.975","2143714.116,2143780.871,2143847.479,2143914.147,2143980.82,2144047.603,2144114.258,2144180.983,2144247.649,2144314.259,2144381.005,2144447.618,2144514.039,2144580.993,2144647.633,2144714.119,2144781.009,2144847.546,2144914.16,2144981.011,2145047.478,2145114.176,2145181.011,2145247.645,2145314.25,2145380.998,2145447.635,2145514.114,2145580.924,2145647.616,2145714.112,2145780.966,2145847.622,2145914.182,2145981.005,2146047.38,2146114.104,2146180.999,2146247.63,2146314.154,2146381.012,2146447.612,2146514.178,2146580.971,2146647.612"
"36","01IJ2z","dyslexic_children","balle",4,0,"word",5,10,2779.43599999999,1,"1887751.564,1887851.529,1887951.519,1888051.338,1888151.532,1888251.516,1888351.526,1888451.534,1888551.522,1888651.526,1888751.513,1888851.519,1888951.51,1889051.521,1889151.516,1889251.503,1889351.517,1889451.517,1889551.527,1889651.416,1889751.5,1889851.501,1889951.523,1890051.498,1890151.513,1890251.517,1890351.498,1890451.49","1887801.548,1887901.532,1888001.537,1888101.474,1888201.522,1888301.502,1888401.544,1888501.542,1888601.282,1888701.527,1888801.528,1888901.522,1889001.513,1889101.265,1889201.518,1889301.527,1889401.515,1889501.511,1889601.265,1889701.486,1889801.514,1889901.5,1890001.517,1890101.213,1890201.514,1890301.507,1890401.498,1890501.499"
"37","01IJ2z","dyslexic_children","nerveux",3,0,"word",7,0.01,945.775999857113,1,"2251650.624",""
"38","01IJ2z","dyslexic_children","pluerer",0,1,"pseudoword",7,0.01,1006.57999995211,1,"2239534.22",""
"39","01IJ2z","dyslexic_children","creir",0,1,"pseudoword",5,10,2594.96199990483,0,"2469781.638,2469881.697,2469981.709,2470081.713,2470181.69,2470281.711,2470381.717,2470481.693,2470581.687,2470681.658,2470781.62,2470881.682,2470981.677,2471081.648,2471181.695,2471281.687,2471381.693,2471481.684,2471581.658,2471681.661,2471781.63,2471881.668,2471981.666,2472081.675,2472181.676,2472281.501","2469831.713,2469931.707,2470031.703,2470131.703,2470231.45,2470331.695,2470431.686,2470531.671,2470631.561,2470731.471,2470831.626,2470931.685,2471031.646,2471131.664,2471231.484,2471331.674,2471431.642,2471531.673,2471631.669,2471731.454,2471831.675,2471931.636,2472031.663,2472131.664,2472231.553,2472331.608"
"40","01IJ2z","dyslexic_children","deor",0,4,"pseudoword",4,15,1213.47299990477,1,"2190347.127,2190413.714,2190480.501,2190547.099,2190613.716,2190680.317,2190746.954,2190813.578,2190880.343,2190947.116,2191013.711,2191080.313,2191147.071,2191213.668,2191280.512,2191347.101,2191413.713,2191480.502,2191547.11","2190380.497,2190447.12,2190513.732,2190580.212,2190647.072,2190713.627,2190780.31,2190846.968,2190913.712,2190980.467,2191047.126,2191113.72,2191180.509,2191247.127,2191313.715,2191380.508,2191447.108,2191513.679"
"41","01IJ2z","dyslexic_children","norche",0,3,"pseudoword",6,15,1340.24799990468,1,"1903551.352,1903618.007,1903684.513,1903751.157,1903817.932,1903884.539,1903951.343,1904017.999,1904084.523,1904151.34,1904218.009,1904284.439,1904351.276,1904417.995,1904484.507,1904551.34,1904617.989,1904684.478,1904751.344,1904817.926,1904884.527","1903584.519,1903651.355,1903718.005,1903784.413,1903851.36,1903918.052,1903984.518,1904051.346,1904118.017,1904184.424,1904251.361,1904317.904,1904384.532,1904451.347,1904517.984,1904584.539,1904651.348,1904718.01,1904784.557,1904851.258"
"42","01IJ2z","dyslexic_children","dent",3,0,"word",4,10,905.350999856833,1,"2003082.549,2003182.551,2003282.508,2003382.574,2003482.572,2003582.565,2003682.572,2003782.446,2003882.575,2003982.313","2003132.43,2003232.357,2003332.55,2003432.567,2003532.529,2003632.542,2003732.37,2003832.454,2003932.361"
"43","01IJ2z","dyslexic_children","plase",0,4,"pseudoword",5,10,1621.94199999981,1,"2330083.058,2330183.087,2330283.082,2330383.086,2330483.071,2330582.96,2330683.137,2330783.074,2330883.042,2330983.181,2331083.013,2331183.123,2331283.147,2331383.158,2331483.162,2331582.944,2331683.15","2330133.207,2330233.189,2330333.195,2330433.198,2330533.179,2330633.187,2330733.191,2330833.192,2330933.183,2331033.174,2331133.139,2331233.178,2331333.166,2331433.179,2331533.173,2331633.179"
"44","01IJ2z","dyslexic_children","tonc",0,6,"pseudoword",4,0.01,2960.64499990456,0,"2323099.955",""
"45","01IJ2z","dyslexic_children","êtrendre",0,3,"pseudoword",8,15,1138.72699990449,0,"2358632.873,2358699.44,2358766.233,2358832.887,2358899.467,2358966.177,2359032.884,2359099.507,2359166.219,2359232.872,2359299.429,2359366.241,2359432.718,2359499.477,2359566.227,2359632.879,2359699.503,2359766.238","2358666.247,2358732.881,2358799.457,2358866.244,2358932.703,2358999.495,2359066.237,2359132.879,2359199.504,2359266.258,2359332.891,2359399.446,2359466.251,2359532.876,2359599.506,2359666.249,2359732.865"
"46","01IJ2z","dyslexic_children","recevaur",0,2,"pseudoword",8,0.01,2339.15200004773,1,"1773086.048",""
"47","01IJ2z","dyslexic_children","ouve",0,3,"pseudoword",4,15,1467.99799990468,1,"1737219.602,1737286.289,1737353.045,1737419.822,1737486.441,1737553.231,1737619.739,1737686.437,1737753.014,1737819.809,1737886.434,1737953.024,1738019.808,1738086.441,1738153.169,1738219.605,1738286.437,1738353.088,1738419.818,1738486.425,1738553.123,1738619.797","1737252.976,1737319.75,1737386.435,1737453.063,1737519.802,1737586.429,1737653.013,1737719.61,1737786.403,1737853.154,1737919.802,1737986.433,1738053.011,1738119.797,1738186.436,1738252.969,1738319.795,1738386.428,1738453.017,1738519.798,1738586.431,1738653.002"
"48","01IJ2z","dyslexic_children","tésoler",0,6,"pseudoword",7,10,1339.98399990471,0,"2141814.116,2141914.1,2142014.126,2142114.129,2142214.126,2142314.253,2142414.24,2142514.251,2142614.163,2142714.14,2142814.176,2142914.3,2143014.242,2143114.22","2141864.105,2141964.131,2142064.115,2142164.111,2142264.108,2142364.218,2142464.117,2142564.13,2142664.122,2142764.227,2142864.187,2142964.127,2143064.162"
"49","01IJ2z","dyslexic_children","quoine",0,3,"pseudoword",6,0.01,1105.1540000001,1,"2047615.346",""
"50","01IJ2z","dyslexic_children","qossible",0,5,"pseudoword",8,10,2038.78899990441,1,"2456881.811,2456981.813,2457081.841,2457181.775,2457281.823,2457381.86,2457481.832,2457581.797,2457681.762,2457781.827,2457881.811,2457981.834,2458081.8,2458181.766,2458281.846,2458381.8,2458481.834,2458581.816,2458681.761,2458781.822,2458881.821","2456931.83,2457031.704,2457131.577,2457231.853,2457331.836,2457431.832,2457531.834,2457631.594,2457731.687,2457831.836,2457931.843,2458031.835,2458131.62,2458231.817,2458331.824,2458431.818,2458531.864,2458631.593,2458731.634,2458831.818"
"51","01IJ2z","dyslexic_children","défendre",3,0,"word",8,15,1089.08400000003,1,"2069398.416,2069465,2069531.846,2069598.288,2069665.096,2069731.831,2069798.426,2069865.078,2069931.83,2069998.441,2070065.016,2070131.606,2070198.339,2070265.083,2070331.824,2070398.454,2070465.011","2069431.83,2069498.484,2069565.07,2069631.628,2069698.41,2069765.029,2069831.835,2069898.476,2069965.252,2070031.82,2070098.333,2070165.075,2070231.809,2070298.314,2070365.229,2070431.83"
"52","01IJ2z","dyslexic_children","fertile",1,0,"word",7,0.01,1055.15500000003,1,"1905401.345",""
"53","01IJ2z","dyslexic_children","risjuer",0,6,"pseudoword",7,0.01,1488.69500000007,0,"1921117.805",""
"54","01IJ2z","dyslexic_children","arranger",4,0,"word",8,10,812.357000047574,1,"1813952.343,1814052.345,1814152.129,1814252.05,1814352.105,1814452.336,1814552.327,1814652.355,1814752.36","1814002.36,1814102.333,1814202.077,1814302.101,1814402.131,1814502.097,1814602.302,1814702.035"
"55","01IJ2z","dyslexic_children","gasser",0,6,"pseudoword",6,10,1329.10999990464,0,"1722219.99,1722319.98,1722419.974,1722519.781,1722619.977,1722719.969,1722819.982,1722919.973,1723019.823,1723119.981,1723219.809,1723319.765,1723419.963,1723519.757","1722269.978,1722369.959,1722469.963,1722569.903,1722669.97,1722769.993,1722869.97,1722969.96,1723069.929,1723169.965,1723269.813,1723369.764,1723469.98"
"56","01IJ2z","dyslexic_children","béjà",0,5,"pseudoword",4,0.01,1894.49899985688,1,"1853151.901",""
"57","01IJ2z","dyslexic_children","méditer",1,0,"word",7,15,1544.23200004781,1,"2326566.468,2326633.218,2326699.91,2326766.452,2326833.222,2326899.903,2326966.588,2327033.092,2327099.912,2327166.592,2327233.225,2327299.911,2327366.578,2327433.204,2327499.901,2327566.341,2327633.169,2327699.911,2327766.579,2327833.194,2327899.896,2327966.38,2328033.062,2328099.727","2326599.904,2326666.607,2326733.207,2326799.905,2326866.588,2326933.245,2326999.742,2327066.605,2327133.231,2327199.912,2327266.586,2327333.219,2327399.898,2327466.584,2327533.001,2327599.756,2327666.513,2327733.119,2327799.821,2327866.578,2327933.065,2327999.733,2328066.322"
"58","01IJ2z","dyslexic_children","bizarre",4,0,"word",7,15,811.854999952484,1,"2307633.445,2307700.132,2307766.8,2307833.233,2307900.031,2307966.813,2308033.421,2308100.13,2308166.794,2308233.429,2308299.961,2308366.734,2308433.445","2307666.808,2307733.441,2307799.92,2307866.726,2307933.454,2308000.034,2308066.8,2308133.452,2308200.127,2308266.798,2308333.256,2308400.091"
"59","01IJ2z","dyslexic_children","produire",3,0,"word",8,10,1099.36899990449,1,"2418232.231,2418332.229,2418432.007,2418532.221,2418632.225,2418732.183,2418832.219,2418932.199,2419032.223,2419132.188,2419232.18","2418282.165,2418382.259,2418482.187,2418582.094,2418682.059,2418782.211,2418882.176,2418982.17,2419082.142,2419182.068,2419282.195"
"60","01IJ2z","dyslexic_children","cluant",0,2,"pseudoword",6,10,1295.34599985695,0,"1801119.054,1801219.064,1801319.057,1801419.067,1801519.104,1801619.111,1801719.045,1801819.06,1801919.118,1802019.11,1802119.109,1802219.106,1802319.109","1801169.105,1801269.106,1801369.093,1801469.091,1801568.868,1801669.062,1801769.091,1801869.078,1801968.99,1802068.859,1802169.071,1802269.045,1802369.048"
"61","01IJ2z","dyslexic_children","donc",4,0,"word",4,0.01,1061.97900004778,1,"2351416.221",""
"62","01IJ2z","dyslexic_children","endréet",0,2,"pseudoword",7,0.01,1144.08899995219,1,"2419832.211",""
"63","01IJ2z","dyslexic_children","qareil",0,5,"pseudoword",6,15,1012.35600004764,1,"2376099.344,2376165.879,2376232.682,2376299.318,2376366.053,2376432.703,2376499.274,2376566.048,2376632.683,2376699.135,2376766.057,2376832.466,2376899.308,2376966.062,2377032.688,2377099.275","2376132.687,2376199.184,2376266.058,2376332.681,2376399.38,2376465.93,2376532.668,2376599.395,2376665.87,2376732.685,2376799.223,2376865.971,2376932.661,2376999.325,2377066.044"
"64","01IJ2z","dyslexic_children","cuivre",1,0,"word",6,0.01,1313.15899995249,1,"2151280.641",""
"65","01IJ2z","dyslexic_children","amier",0,2,"pseudoword",5,0.01,1621.5149999524,0,"1750286.285",""
"66","01IJ2z","dyslexic_children","période",2,0,"word",7,0.01,2309.05200004764,1,"1977982.648",""
"67","01IJ2z","dyslexic_children","masse",2,0,"word",5,10,1259.85400000005,1,"2004499.146,2004599.145,2004699.198,2004798.979,2004898.982,2004998.998,2005099.173,2005198.909,2005298.922,2005399.1,2005498.941,2005599.132,2005699.185","2004549.166,2004649.159,2004749.189,2004849.116,2004948.964,2005048.983,2005149.159,2005248.979,2005348.979,2005448.981,2005549.193,2005649.17,2005749.155"
"68","01IJ2z","dyslexic_children","desendre",0,4,"pseudoword",8,10,1106.70099990466,0,"1877634.899,1877734.905,1877834.903,1877934.893,1878034.899,1878134.909,1878234.845,1878334.894,1878434.751,1878534.896,1878634.902,1878734.888","1877684.84,1877784.843,1877884.827,1877984.798,1878084.933,1878184.813,1878284.811,1878384.817,1878484.697,1878584.825,1878684.892"
"69","01IJ2z","dyslexic_children","haur",0,2,"pseudoword",4,15,1055.69600004773,1,"2065848.504,2065915.133,2065981.862,2066048.349,2066115.137,2066181.862,2066248.45,2066315.137,2066381.706,2066448.487,2066515.147,2066581.574,2066648.437,2066715.111,2066781.861,2066848.502","2065881.888,2065948.487,2066015.137,2066081.866,2066148.498,2066215.143,2066281.878,2066348.512,2066415.12,2066481.87,2066548.349,2066615.099,2066681.839,2066748.487,2066815.136,2066881.876"
"70","01IJ2z","dyslexic_children","brôle",0,5,"pseudoword",5,10,1887.82599995239,1,"2302399.974,2302500.088,2302600.067,2302699.998,2302800.086,2302900.191,2303000.168,2303100.187,2303200.054,2303300.073,2303400.079,2303500.066,2303600.073,2303700.195,2303800.069,2303900.077,2304000.072,2304100.084,2304200.084","2302450.09,2302549.999,2302650.087,2302750.192,2302850.081,2302950.068,2303050.103,2303150.076,2303249.942,2303350.099,2303450.082,2303550.097,2303650.081,2303749.935,2303850.071,2303950.059,2304050.16,2304150.061,2304249.944"
"71","01IJ2z","dyslexic_children","demi",2,0,"word",4,10,950.000999952201,1,"2128814.299,2128914.433,2129014.323,2129114.387,2129214.354,2129314.299,2129414.427,2129514.307,2129614.439,2129714.316","2128864.395,2128964.24,2129064.374,2129164.3,2129264.357,2129364.347,2129464.309,2129564.334,2129664.349"
"72","01IJ2z","dyslexic_children","goût",3,0,"word",4,10,993.108999904711,1,"1937000.991,1937100.985,1937200.741,1937300.757,1937400.997,1937500.987,1937600.954,1937700.778,1937800.977,1937900.986","1937050.98,1937150.991,1937250.741,1937351.001,1937450.986,1937550.989,1937650.942,1937750.903,1937850.968,1937950.979"
"73","01IJ2z","dyslexic_children","bouc",1,0,"word",4,10,911.708999904571,0,"1914667.891,1914767.871,1914867.836,1914967.895,1915067.693,1915167.873,1915267.854,1915367.878,1915467.847,1915567.855","1914717.926,1914817.832,1914917.627,1915017.727,1915117.667,1915217.868,1915317.715,1915417.664,1915517.86"
